Time,Angle (A),BER,Ch 00 (Mag),Ch 00 (Pha),Ch 01 (Mag),Ch 01 (Pha),Ch 02 (Mag),Ch 02 (Pha),Ch 03 (Mag),Ch 03 (Pha),Ch 04 (Mag),Ch 04 (Pha),Ch 05 (Mag),Ch 05 (Pha),Ch 06 (Mag),Ch 06 (Pha),Ch 07 (Mag),Ch 07 (Pha),Ch 08 (Mag),Ch 08 (Pha),Ch 09 (Mag),Ch 09 (Pha),Ch 10 (Mag),Ch 10 (Pha),Ch 11 (Mag),Ch 11 (Pha),Ch 12 (Mag),Ch 12 (Pha),Ch 13 (Mag),Ch 13 (Pha),Ch 14 (Mag),Ch 14 (Pha),Ch 15 (Mag),Ch 15 (Pha),Ch 16 (Mag),Ch 16 (Pha),Ch 17 (Mag),Ch 17 (Pha),Ch 18 (Mag),Ch 18 (Pha),Ch 19 (Mag),Ch 19 (Pha),Ch 20 (Mag),Ch 20 (Pha),Ch 21 (Mag),Ch 21 (Pha),Ch 22 (Mag),Ch 22 (Pha),Ch 23 (Mag),Ch 23 (Pha),Ch 24 (Mag),Ch 24 (Pha),Ch 25 (Mag),Ch 25 (Pha),Ch 26 (Mag),Ch 26 (Pha),Ch 27 (Mag),Ch 27 (Pha),Ch 28 (Mag),Ch 28 (Pha),Ch 29 (Mag),Ch 29 (Pha),Ch 30 (Mag),Ch 30 (Pha),Ch 31 (Mag),Ch 31 (Pha)
3683666317.826453,0.000000,1.362802,-1.269488,1.320318,-1.223634,1.291265,-1.185052,1.167189,-1.394637,1.170480,-1.369610,0.921190,-1.244431,1.161028,-1.331879,1.268760,-1.007112,0.893021,-1.164494,0.951587,-0.896985,1.277052,-0.891396,0.946716,-0.819008,0.945124,-0.791692,1.162426,-1.135518,0.939041,-0.739457,0.959494,-0.725541,1.124312,-0.981748,0.982602,-0.670730,1.239016,-0.698516,1.097751,-0.862677,0.939625,-0.740641,1.227797,-0.634869,1.199575,-0.617962,1.072406,-0.734661,1.238328,-0.567210,1.071053,-0.685903,1.069106,-0.663326,0.934486,-0.489481,0.932738,-0.457846,1.355987,-0.425849,1.108019,-0.206819,1.124865,-0.171752
3683666317.926082,0.000000,1.356773,-1.331539,1.294838,-1.288600,1.282130,-1.253080,1.135724,-1.414045,1.125997,-1.365440,0.927014,-1.231305,1.103056,-1.358395,1.257680,-1.107993,0.898955,-1.145560,0.982771,-0.919828,1.271060,-0.973400,0.983872,-0.856122,0.981206,-0.813930,1.119866,-1.156678,0.979713,-0.771137,0.994335,-0.755463,1.067445,-1.003483,1.024982,-0.678088,1.256492,-0.769757,1.063639,-0.889224,0.927611,-0.722746,1.250295,-0.701705,1.201465,-0.675520,1.021192,-0.752935,1.251642,-0.638210,1.042285,-0.708609,1.030193,-0.666465,0.930997,-0.484912,0.926103,-0.465355,1.359778,-0.487128,1.142826,-0.221958,1.137140,-0.191498
3683666318.026022,0.000000,1.359405,-1.273211,1.295993,-1.222584,1.281997,-1.190347,1.164865,-1.387829,1.146763,-1.368199,0.928572,-1.238087,1.127888,-1.331801,1.267519,-1.037614,0.888680,-1.157077,0.961468,-0.902457,1.278147,-0.910465,0.960458,-0.832205,0.953285,-0.811024,1.133664,-1.124492,0.960240,-0.750752,0.984952,-0.736679,1.089711,-0.987115,1.018672,-0.669722,1.241662,-0.743820,1.062801,-0.877066,0.925687,-0.717376,1.238641,-0.664073,1.222557,-0.643041,1.049218,-0.746574,1.240678,-0.585799,1.047124,-0.693636,1.047649,-0.658829,0.921841,-0.480898,0.927603,-0.442312,1.373127,-0.440715,1.104083,-0.195466,1.112555,-0.172420
3683666318.126357,0.000000,1.367278,-1.335804,1.312466,-1.290802,1.295122,-1.244070,1.150329,-1.433690,1.141054,-1.399400,0.921285,-1.267007,1.129409,-1.371304,1.270178,-1.075948,0.898436,-1.181389,0.960467,-0.937078,1.266291,-0.952080,0.962588,-0.871662,0.955412,-0.836628,1.151436,-1.154720,0.953799,-0.784067,0.975726,-0.756927,1.102084,-1.030141,0.995671,-0.688764,1.252349,-0.749407,1.086649,-0.914716,0.927681,-0.758024,1.235118,-0.678330,1.207289,-0.665192,1.053995,-0.770668,1.238252,-0.615946,1.067038,-0.722252,1.062516,-0.693946,0.936733,-0.518263,0.933494,-0.490615,1.346126,-0.468906,1.117577,-0.249028,1.126074,-0.213325
3683666318.226665,0.000000,1.354942,-1.335005,1.303841,-1.279562,1.287769,-1.241970,1.143685,-1.433523,1.145336,-1.410284,0.907111,-1.262179,1.133329,-1.379494,1.281341,-1.088533,0.889640,-1.181302,0.973031,-0.943956,1.299153,-0.973912,0.959676,-0.874884,0.973837,-0.835437,1.136510,-1.174167,0.962822,-0.781735,0.992329,-0.770309,1.084732,-1.026034,1.002125,-0.700398,1.230778,-0.780630,1.071651,-0.918304,0.936452,-0.743067,1.242510,-0.718979,1.224228,-0.699717,1.034185,-0.771665,1.256931,-0.637072,1.040892,-0.727865,1.042888,-0.688200,0.927510,-0.507518,0.939418,-0.479747,1.348645,-0.490437,1.122891,-0.244895,1.139392,-0.226277
3683666318.326692,0.000000,1.348538,-1.312383,1.283109,-1.247676,1.274502,-1.220637,1.161406,-1.398994,1.161726,-1.375784,0.940155,-1.272646,1.133704,-1.346191,1.260249,-1.060022,0.902301,-1.187480,0.965479,-0.931234,1.294273,-0.935415,0.960459,-0.850532,0.961901,-0.829324,1.145486,-1.161789,0.955366,-0.764336,0.974145,-0.747728,1.106820,-1.024412,0.994946,-0.688741,1.239731,-0.751044,1.095258,-0.902502,0.938994,-0.766634,1.217083,-0.672892,1.213480,-0.667101,1.068010,-0.762522,1.237567,-0.601182,1.046877,-0.721981,1.057809,-0.688101,0.925178,-0.519572,0.921789,-0.473908,1.397128,-0.468270,1.110962,-0.210866,1.122794,-0.186042
3683666318.427394,0.000000,1.334714,-1.303959,1.295501,-1.264266,1.291381,-1.215078,1.178051,-1.421161,1.180534,-1.400169,0.919133,-1.272774,1.153541,-1.368216,1.291225,-1.059011,0.897237,-1.182074,0.959814,-0.929464,1.310180,-0.940626,0.959067,-0.852333,0.966309,-0.813397,1.161280,-1.176355,0.949078,-0.760251,0.980358,-0.754808,1.105475,-1.017247,1.000156,-0.685491,1.252264,-0.756255,1.098263,-0.913288,0.936509,-0.756401,1.243307,-0.664494,1.218746,-0.658984,1.059628,-0.757317,1.257672,-0.612117,1.065013,-0.723821,1.076027,-0.682966,0.937439,-0.519771,0.944841,-0.486545,1.369285,-0.465326,1.127075,-0.231037,1.139263,-0.196609
3683666318.527161,0.000000,1.384214,-1.305896,1.326439,-1.242074,1.295951,-1.213078,1.158762,-1.385194,1.155310,-1.371692,0.927179,-1.237295,1.126892,-1.327356,1.269635,-1.049999,0.896755,-1.157314,0.981014,-0.916726,1.296477,-0.917580,0.949880,-0.836965,0.963490,-0.819679,1.153442,-1.130943,0.950928,-0.748420,0.985400,-0.741846,1.109041,-1.002009,0.995107,-0.677160,1.234137,-0.728664,1.092311,-0.876881,0.947972,-0.742906,1.229875,-0.666283,1.212084,-0.646059,1.071463,-0.737280,1.227662,-0.593504,1.050884,-0.689355,1.062721,-0.657604,0.937110,-0.492145,0.936280,-0.448683,1.366273,-0.453473,1.118666,-0.210730,1.138202,-0.188683
3683666318.627224,0.000000,1.357536,-1.286104,1.307556,-1.229231,1.300757,-1.197825,1.164180,-1.405638,1.158558,-1.368898,0.926800,-1.251904,1.139562,-1.346695,1.270487,-1.061699,0.890277,-1.159741,0.966887,-0.908593,1.295426,-0.924888,0.953809,-0.838717,0.949510,-0.805234,1.151180,-1.157799,0.944059,-0.749247,0.974893,-0.742230,1.109082,-1.000076,0.990004,-0.665791,1.249309,-0.721609,1.090818,-0.896401,0.925275,-0.745864,1.250133,-0.652832,1.219061,-0.631906,1.064038,-0.747040,1.251467,-0.586664,1.066607,-0.706890,1.062876,-0.663953,0.931771,-0.496497,0.930786,-0.461895,1.357661,-0.449109,1.116293,-0.223051,1.124003,-0.195000
3683666318.727190,0.000000,1.378371,-1.307527,1.321516,-1.259144,1.296792,-1.214400,1.143742,-1.396377,1.141788,-1.368002,0.927633,-1.229137,1.117700,-1.336004,1.287000,-1.062943,0.895161,-1.145526,0.974869,-0.904270,1.295389,-0.950173,0.967326,-0.841457,0.986791,-0.807895,1.121794,-1.125904,0.976323,-0.765845,1.002879,-0.729410,1.080303,-1.001674,1.015859,-0.665804,1.245879,-0.774294,1.066476,-0.881777,0.936059,-0.709242,1.223128,-0.679785,1.216988,-0.661968,1.045172,-0.740370,1.227677,-0.602711,1.042476,-0.690663,1.048027,-0.656821,0.933792,-0.472541,0.940052,-0.441704,1.378606,-0.461233,1.130537,-0.208531,1.136573,-0.186620
